,District,District Number,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N)
733,MONAHANS-WICKETT-PYOTE ISD,238902,D,Other Central City Suburban,32,Town-Distant,N
734,MONTAGUE ISD,169908,H,Rural,42,Rural-Distant,N
735,MONTE ALTO ISD,108915,G,Non-metropolitan Stable,41,Rural-Fringe,N
736,MONTESSORI FOR ALL,227826,I,Charter School Districts,11,City-Large,Y
737,MONTGOMERY ISD,170903,D,Other Central City Suburban,41,Rural-Fringe,N
738,MOODY ISD,161910,H,Rural,42,Rural-Distant,N
739,MORAN ISD,209902,H,Rural,43,Rural-Remote,N
740,MORGAN ISD,18903,H,Rural,43,Rural-Remote,N
741,MORGAN MILL ISD,72910,H,Rural,43,Rural-Remote,N
742,MORTON ISD,40901,H,Rural,43,Rural-Remote,N
743,MOTLEY COUNTY ISD,173901,H,Rural,43,Rural-Remote,N
744,MOULTON ISD,143902,H,Rural,43,Rural-Remote,N
745,MOUNT CALM ISD,109910,H,Rural,42,Rural-Distant,N
746,MOUNT ENTERPRISE ISD,201907,H,Rural,43,Rural-Remote,N
747,MOUNT PLEASANT ISD,225902,E,Independent Town,33,Town-Remote,N
748,MOUNT VERNON ISD,80901,G,Non-metropolitan Stable,33,Town-Remote,N
749,MUENSTER ISD,49902,H,Rural,43,Rural-Remote,N
750,MULESHOE ISD,9901,G,Non-metropolitan Stable,33,Town-Remote,N
751,MULLIN ISD,167902,H,Rural,33,Town-Remote,N
752,MUMFORD ISD,198906,H,Rural,42,Rural-Distant,N
753,MUNDAY CISD,138903,H,Rural,43,Rural-Remote,N
754,MURCHISON ISD,107908,H,Rural,42,Rural-Distant,N
755,NACOGDOCHES ISD,174904,E,Independent Town,33,Town-Remote,N
756,NATALIA ISD,163903,G,Non-metropolitan Stable,41,Rural-Fringe,N
757,NAVARRO ISD,94903,G,Non-metropolitan Stable,41,Rural-Fringe,N
758,NAVASOTA ISD,93904,D,Other Central City Suburban,32,Town-Distant,N
759,NAZARETH ISD,35903,H,Rural,43,Rural-Remote,N
760,NECHES ISD,1906,H,Rural,42,Rural-Distant,N
761,NEDERLAND ISD,123905,D,Other Central City Suburban,22,Suburb-Midsize,N
762,NEEDVILLE ISD,79906,G,Non-metropolitan Stable,41,Rural-Fringe,N
763,NEW BOSTON ISD,19905,G,Non-metropolitan Stable,32,Town-Distant,N
764,NEW BRAUNFELS ISD,46901,D,Other Central City Suburban,13,City-Small,N
765,NEW CANEY ISD,170908,D,Other Central City Suburban,21,Suburb-Large,N
766,NEW DEAL ISD,152902,H,Rural,41,Rural-Fringe,N
767,NEW DIANA ISD,230906,D,Other Central City Suburban,42,Rural-Distant,N
768,NEW FRONTIERS PUBLIC SCHOOLS INC,15805,I,Charter School Districts,11,City-Large,Y
769,NEW HOME ISD,153905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
770,NEW SUMMERFIELD ISD,37908,H,Rural,42,Rural-Distant,N
771,NEW WAVERLY ISD,236901,G,Non-metropolitan Stable,41,Rural-Fringe,N
772,NEWCASTLE ISD,252902,H,Rural,42,Rural-Distant,N
773,NEWMAN INTERNATIONAL ACADEMY OF AR,220817,I,Charter School Districts,11,City-Large,Y
774,NEWTON ISD,176902,G,Non-metropolitan Stable,43,Rural-Remote,N
775,NIXON-SMILEY CISD,89903,G,Non-metropolitan Stable,43,Rural-Remote,N
776,NOCONA ISD,169902,H,Rural,33,Town-Remote,N
777,NORDHEIM ISD,62902,H,Rural,43,Rural-Remote,N
778,NORMANGEE ISD,145906,H,Rural,43,Rural-Remote,N
779,NORTH EAST ISD,15910,A,Major Urban,11,City-Large,N
780,NORTH HOPKINS ISD,112906,H,Rural,42,Rural-Distant,N
781,NORTH LAMAR ISD,139911,G,Non-metropolitan Stable,41,Rural-Fringe,N
782,NORTH TEXAS COLLEGIATE ACADEMY,61802,I,Charter School Districts,21,Suburb-Large,Y
783,NORTH ZULCH ISD,154903,H,Rural,42,Rural-Distant,N
784,NORTHSIDE ISD,15915,A,Major Urban,11,City-Large,N
785,NORTHSIDE ISD,244905,H,Rural,42,Rural-Distant,N
786,NORTHWEST ISD,61911,D,Other Central City Suburban,41,Rural-Fringe,N
787,NOVA ACADEMY,57809,I,Charter School Districts,11,City-Large,Y
788,NOVA ACADEMY SOUTHEAST,57827,I,Charter School Districts,11,City-Large,Y
789,NUECES CANYON CISD,69902,H,Rural,43,Rural-Remote,N
790,NURSERY ISD,235904,H,Rural,41,Rural-Fringe,N
791,NYOS CHARTER SCHOOL,227804,I,Charter School Districts,11,City-Large,Y
792,O'DONNELL ISD,153903,H,Rural,43,Rural-Remote,N
793,OAKWOOD ISD,145907,H,Rural,43,Rural-Remote,N
794,ODEM-EDROY ISD,205905,H,Rural,31,Town-Fringe,N
795,ODYSSEY ACADEMY INC,84802,I,Charter School Districts,31,Town-Fringe,Y
796,OGLESBY ISD,50904,H,Rural,42,Rural-Distant,N
797,OLFEN ISD,200906,H,Rural,42,Rural-Distant,N
798,OLNEY ISD,252903,H,Rural,32,Town-Distant,N
799,OLTON ISD,140905,H,Rural,43,Rural-Remote,N
800,ONALASKA ISD,187910,G,Non-metropolitan Stable,32,Town-Distant,N
801,ORANGE GROVE ISD,125903,G,Non-metropolitan Stable,42,Rural-Distant,N
802,ORANGEFIELD ISD,181905,D,Other Central City Suburban,41,Rural-Fringe,N
803,ORE CITY ISD,230903,G,Non-metropolitan Stable,42,Rural-Distant,N
804,ORENDA CHARTER SCHOOL,14804,I,Charter School Districts,41,Rural-Fringe,Y
805,OVERTON ISD,201908,H,Rural,42,Rural-Distant,N
806,PADUCAH ISD,51901,H,Rural,43,Rural-Remote,N
807,PAINT CREEK ISD,104907,H,Rural,42,Rural-Distant,N
808,PAINT ROCK ISD,48903,H,Rural,43,Rural-Remote,N
809,PALACIOS ISD,158905,G,Non-metropolitan Stable,33,Town-Remote,N
810,PALESTINE ISD,1907,E,Independent Town,32,Town-Distant,N
811,PALMER ISD,70910,D,Other Central City Suburban,41,Rural-Fringe,N
812,PALO PINTO ISD,182906,H,Rural,42,Rural-Distant,N
813,PAMPA ISD,90904,G,Non-metropolitan Stable,33,Town-Remote,N
814,PANHANDLE ISD,33902,H,Rural,42,Rural-Distant,N
815,PANOLA CHARTER SCHOOL,183801,I,Charter School Districts,32,Town-Distant,Y
816,PANTHER CREEK CISD,42905,H,Rural,43,Rural-Remote,N
817,PARADISE ISD,249906,G,Non-metropolitan Stable,42,Rural-Distant,N
818,PARIS ISD,139909,E,Independent Town,33,Town-Remote,N
819,PASADENA ISD,101917,B,Major Suburban,21,Suburb-Large,N
820,PATTON SPRINGS ISD,63906,H,Rural,43,Rural-Remote,N
821,PAWNEE ISD,13902,H,Rural,43,Rural-Remote,N
822,PEARLAND ISD,20908,B,Major Suburban,21,Suburb-Large,N
823,PEARSALL ISD,82903,G,Non-metropolitan Stable,33,Town-Remote,N
824,PEASTER ISD,184908,D,Other Central City Suburban,42,Rural-Distant,N
825,PECOS-BARSTOW-TOYAH ISD,195901,G,Non-metropolitan Stable,33,Town-Remote,N
826,PEGASUS SCHOOL OF LIBERAL ARTS AND,57802,I,Charter School Districts,11,City-Large,Y
827,PENELOPE ISD,109914,H,Rural,42,Rural-Distant,N
828,PERRIN-WHITT CISD,119903,H,Rural,43,Rural-Remote,N
829,PERRYTON ISD,179901,G,Non-metropolitan Stable,33,Town-Remote,N
830,PETERSBURG ISD,95904,H,Rural,42,Rural-Distant,N
831,PETROLIA CISD,39903,H,Rural,42,Rural-Distant,N
832,PETTUS ISD,13903,H,Rural,42,Rural-Distant,N
833,PEWITT CISD,172905,H,Rural,42,Rural-Distant,N
834,PFLUGERVILLE ISD,227904,B,Major Suburban,21,Suburb-Large,N
835,PHARR-SAN JUAN-ALAMO ISD,108909,C,Other Central City,21,Suburb-Large,N
836,PILOT POINT ISD,61903,G,Non-metropolitan Stable,31,Town-Fringe,N
837,PINE TREE ISD,92904,D,Other Central City Suburban,13,City-Small,N
838,PINEYWOODS COMMUNITY ACADEMY,3801,I,Charter School Districts,33,Town-Remote,Y
839,PIONEER TECHNOLOGY & ARTS ACADEMY,57850,I,Charter School Districts,21,Suburb-Large,Y
840,PITTSBURG ISD,32902,G,Non-metropolitan Stable,32,Town-Distant,N
841,PLAINS ISD,251902,H,Rural,43,Rural-Remote,N
842,PLAINVIEW ISD,95905,E,Independent Town,33,Town-Remote,N
843,PLANO ISD,43910,B,Major Suburban,11,City-Large,N
844,PLEASANT GROVE ISD,19912,G,Non-metropolitan Stable,13,City-Small,N
845,PLEASANTON ISD,7905,E,Independent Town,32,Town-Distant,N
846,PLEMONS-STINNETT-PHILLIPS CISD,117904,H,Rural,42,Rural-Distant,N
847,POINT ISABEL ISD,31909,D,Other Central City Suburban,32,Town-Distant,N
848,PONDER ISD,61906,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
849,POOLVILLE ISD,184901,H,Rural,42,Rural-Distant,N
850,POR VIDA ACADEMY,15801,I,Charter School Districts,11,City-Large,Y
851,PORT ARANSAS ISD,178908,H,Rural,42,Rural-Distant,N
852,PORT ARTHUR ISD,123907,D,Other Central City Suburban,13,City-Small,N
853,PORT NECHES-GROVES ISD,123908,D,Other Central City Suburban,22,Suburb-Midsize,N
854,POSITIVE SOLUTIONS CHARTER SCHOOL,15814,I,Charter School Districts,11,City-Large,Y
855,POST ISD,85902,H,Rural,32,Town-Distant,N
856,POTEET ISD,7906,G,Non-metropolitan Stable,32,Town-Distant,N
857,POTH ISD,247904,H,Rural,42,Rural-Distant,N
858,POTTSBORO ISD,91913,D,Other Central City Suburban,23,Suburb-Small,N
859,PRAIRIE LEA ISD,28906,H,Rural,42,Rural-Distant,N
860,PRAIRIE VALLEY ISD,169909,H,Rural,42,Rural-Distant,N
861,PRAIRILAND ISD,139912,G,Non-metropolitan Stable,42,Rural-Distant,N
862,PRELUDE PREPARATORY CHARTER SCHOOL,15843,,,11,City-Large,Y
863,PREMIER HIGH SCHOOLS,72801,I,Charter School Districts,11,City-Large,Y
864,PREMONT ISD,125905,F,Non-metropolitan Fast Growing,33,Town-Remote,N
865,PRESIDIO ISD,189902,G,Non-metropolitan Stable,33,Town-Remote,N
866,PRIDDY ISD,167904,H,Rural,43,Rural-Remote,N
867,PRINCETON ISD,43911,F,Non-metropolitan Fast Growing,22,Suburb-Midsize,N
868,PRINGLE-MORSE CISD,98903,H,Rural,43,Rural-Remote,N
869,PRIORITY CHARTER SCHOOLS,14803,I,Charter School Districts,41,Rural-Fringe,Y
870,PROGRESO ISD,108910,G,Non-metropolitan Stable,21,Suburb-Large,N
871,PROMESA ACADEMY CHARTER SCHOOL,15839,I,Charter School Districts,11,City-Large,Y
872,PROMESA PUBLIC SCHOOLS,227824,I,Charter School Districts,11,City-Large,Y
873,PROMISE COMMUNITY SCHOOL,101853,I,Charter School Districts,11,City-Large,Y
874,PROSPER ISD,43912,D,Other Central City Suburban,41,Rural-Fringe,N
875,QUANAH ISD,99903,H,Rural,43,Rural-Remote,N
876,QUEEN CITY ISD,34907,G,Non-metropolitan Stable,32,Town-Distant,N
877,QUINLAN ISD,116908,G,Non-metropolitan Stable,41,Rural-Fringe,N
878,QUITMAN ISD,250904,E,Independent Town,32,Town-Distant,N
879,RAINS ISD,190903,G,Non-metropolitan Stable,42,Rural-Distant,N
880,RALLS ISD,54903,H,Rural,42,Rural-Distant,N
881,RAMIREZ CSD,66005,H,Rural,43,Rural-Remote,N
882,RANCH ACADEMY,234801,I,Charter School Districts,42,Rural-Distant,Y
883,RANDOLPH FIELD ISD,15906,D,Other Central City Suburban,41,Rural-Fringe,N
884,RANGER ISD,67907,H,Rural,43,Rural-Remote,N
885,RANKIN ISD,231902,H,Rural,43,Rural-Remote,N
886,RAPOPORT ACADEMY PUBLIC SCHOOL,161802,I,Charter School Districts,12,City-Midsize,Y
887,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,101806,I,Charter School Districts,11,City-Large,Y
888,RAVEN SCHOOL,236801,I,Charter School Districts,42,Rural-Distant,Y
889,RAYMONDVILLE ISD,245903,D,Other Central City Suburban,32,Town-Distant,N
890,REAGAN COUNTY ISD,192901,H,Rural,33,Town-Remote,N
891,RED LICK ISD,19911,H,Rural,23,Suburb-Small,N
892,RED OAK ISD,70911,D,Other Central City Suburban,21,Suburb-Large,N
893,REDWATER ISD,19906,G,Non-metropolitan Stable,42,Rural-Distant,N
894,REFUGIO ISD,196903,H,Rural,32,Town-Distant,N
895,REVE PREPARATORY CHARTER SCHOOL,101876,I,Charter School Districts,11,City-Large,Y
896,RICARDO ISD,137902,H,Rural,42,Rural-Distant,N
897,RICE CISD,45903,G,Non-metropolitan Stable,42,Rural-Distant,N
898,RICE ISD,175911,G,Non-metropolitan Stable,42,Rural-Distant,N
899,RICHARD MILBURN ALTER HIGH SCHOOL,14801,I,Charter School Districts,12,City-Midsize,Y
900,RICHARDS ISD,93905,H,Rural,42,Rural-Distant,N
901,RICHARDSON ISD,57916,B,Major Suburban,11,City-Large,N
902,RICHLAND COLLEGIATE HIGH SCHOOL,57840,I,Charter School Districts,11,City-Large,Y
903,RICHLAND SPRINGS ISD,206902,H,Rural,43,Rural-Remote,N
904,RIESEL ISD,161912,H,Rural,42,Rural-Distant,N
905,RIO GRANDE CITY CISD,214901,D,Other Central City Suburban,41,Rural-Fringe,N
906,RIO HONDO ISD,31911,G,Non-metropolitan Stable,41,Rural-Fringe,N
907,RIO VISTA ISD,126907,H,Rural,42,Rural-Distant,N
908,RISE ACADEMY,152802,I,Charter School Districts,11,City-Large,Y
909,RISING STAR ISD,67908,H,Rural,43,Rural-Remote,N
910,RIVER ROAD ISD,188902,D,Other Central City Suburban,22,Suburb-Midsize,N
911,RIVERCREST ISD,194903,H,Rural,43,Rural-Remote,N
912,RIVIERA ISD,137903,H,Rural,43,Rural-Remote,N
913,ROBERT LEE ISD,41902,H,Rural,42,Rural-Distant,N
914,ROBINSON ISD,161922,D,Other Central City Suburban,22,Suburb-Midsize,N
915,ROBSTOWN ISD,178909,G,Non-metropolitan Stable,31,Town-Fringe,N
916,ROBY CISD,76903,H,Rural,43,Rural-Remote,N
917,ROCHELLE ISD,160904,H,Rural,42,Rural-Distant,N
918,ROCKDALE ISD,166904,G,Non-metropolitan Stable,32,Town-Distant,N
919,ROCKSPRINGS ISD,69901,H,Rural,43,Rural-Remote,N
920,ROCKWALL ISD,199901,C,Other Central City,21,Suburb-Large,N
921,ROGERS ISD,14907,G,Non-metropolitan Stable,42,Rural-Distant,N
922,ROMA ISD,214903,G,Non-metropolitan Stable,41,Rural-Fringe,N
923,ROOSEVELT ISD,152908,D,Other Central City Suburban,42,Rural-Distant,N
924,ROPES ISD,110905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
925,ROSCOE COLLEGIATE ISD,177901,H,Rural,42,Rural-Distant,N
926,ROSEBUD-LOTT ISD,73905,H,Rural,42,Rural-Distant,N
927,ROTAN ISD,76904,H,Rural,43,Rural-Remote,N
928,ROUND ROCK ISD,246909,B,Major Suburban,12,City-Midsize,N
929,ROUND TOP-CARMINE ISD,75908,H,Rural,43,Rural-Remote,N
930,ROYAL ISD,237905,G,Non-metropolitan Stable,41,Rural-Fringe,N
931,ROYAL PUBLIC SCHOOLS,15842,,,11,City-Large,Y
932,ROYSE CITY ISD,199902,D,Other Central City Suburban,41,Rural-Fringe,N
933,RULE ISD,104903,H,Rural,42,Rural-Distant,N
934,RUNGE ISD,128903,H,Rural,42,Rural-Distant,N
935,RUSK ISD,37907,G,Non-metropolitan Stable,41,Rural-Fringe,N
936,S AND S CISD,91914,D,Other Central City Suburban,41,Rural-Fringe,N
937,SABINAL ISD,232902,H,Rural,43,Rural-Remote,N
938,SABINE ISD,92906,D,Other Central City Suburban,41,Rural-Fringe,N
939,SABINE PASS ISD,123913,H,Rural,42,Rural-Distant,N
940,SAINT JO ISD,169911,F,Non-metropolitan Fast Growing,43,Rural-Remote,N
941,SALADO ISD,14908,D,Other Central City Suburban,42,Rural-Distant,N
942,SALTILLO ISD,112909,H,Rural,42,Rural-Distant,N
943,SAM HOUSTON STATE UNIVERSITY CHART,236802,I,Charter School Districts,21,Suburb-Large,Y
944,SAM RAYBURN ISD,74917,H,Rural,42,Rural-Distant,N
945,SAN ANGELO ISD,226903,C,Other Central City,12,City-Midsize,N
946,SAN ANTONIO ISD,15907,A,Major Urban,11,City-Large,N
947,SAN ANTONIO PREPARATORY CHARTER SC,15840,I,Charter School Districts,11,City-Large,Y
948,SAN AUGUSTINE ISD,203901,H,Rural,43,Rural-Remote,N
949,SAN BENITO CISD,31912,D,Other Central City Suburban,22,Suburb-Midsize,N
950,SAN DIEGO ISD,66902,G,Non-metropolitan Stable,32,Town-Distant,N
951,SAN ELIZARIO ISD,71904,B,Major Suburban,21,Suburb-Large,N
952,SAN FELIPE-DEL RIO CISD,233901,E,Independent Town,33,Town-Remote,N
953,SAN ISIDRO ISD,214902,H,Rural,42,Rural-Distant,N
954,SAN MARCOS CISD,105902,D,Other Central City Suburban,13,City-Small,N
955,SAN PERLITA ISD,245904,H,Rural,42,Rural-Distant,N
956,SAN SABA ISD,206901,H,Rural,33,Town-Remote,N
957,SAN VICENTE ISD,22903,H,Rural,43,Rural-Remote,N
958,SANDS CISD,58909,H,Rural,43,Rural-Remote,N
959,SANFORD-FRITCH ISD,117903,H,Rural,32,Town-Distant,N
960,SANGER ISD,61908,G,Non-metropolitan Stable,41,Rural-Fringe,N
961,SANTA ANNA ISD,42903,H,Rural,42,Rural-Distant,N
962,SANTA FE ISD,84909,D,Other Central City Suburban,22,Suburb-Midsize,N
963,SANTA GERTRUDIS ISD,137904,H,Rural,32,Town-Distant,N
964,SANTA MARIA ISD,31913,H,Rural,41,Rural-Fringe,N
965,SANTA ROSA ISD,31914,G,Non-metropolitan Stable,22,Suburb-Midsize,N
966,SANTO ISD,182904,H,Rural,43,Rural-Remote,N
967,SAVOY ISD,74911,H,Rural,42,Rural-Distant,N
968,SCHERTZ-CIBOLO-U CITY ISD,94902,C,Other Central City,21,Suburb-Large,N
969,SCHLEICHER ISD,207901,H,Rural,43,Rural-Remote,N
970,SCHOOL OF EXCELLENCE IN EDUCATION,15806,I,Charter School Districts,11,City-Large,Y
971,SCHOOL OF SCIENCE AND TECHNOLOGY,15827,I,Charter School Districts,11,City-Large,Y
972,SCHOOL OF SCIENCE AND TECHNOLOGY D,15831,I,Charter School Districts,21,Suburb-Large,Y
973,SCHULENBURG ISD,75903,H,Rural,33,Town-Remote,N
974,SCURRY-ROSSER ISD,129910,G,Non-metropolitan Stable,42,Rural-Distant,N
975,SEAGRAVES ISD,83901,H,Rural,43,Rural-Remote,N
976,SEALY ISD,8902,E,Independent Town,41,Rural-Fringe,N
977,SEASHORE CHARTER SCHOOLS,178808,I,Charter School Districts,11,City-Large,Y
978,SEGUIN ISD,94901,D,Other Central City Suburban,31,Town-Fringe,N
979,SEMINOLE ISD,83903,G,Non-metropolitan Stable,33,Town-Remote,N
980,SER-NINOS CHARTER SCHOOL,101802,I,Charter School Districts,11,City-Large,Y
981,SEYMOUR ISD,12901,H,Rural,43,Rural-Remote,N
982,SHALLOWATER ISD,152909,D,Other Central City Suburban,31,Town-Fringe,N
983,SHAMROCK ISD,242902,H,Rural,43,Rural-Remote,N
984,SHARYLAND ISD,108911,D,Other Central City Suburban,13,City-Small,N
985,SHELBYVILLE ISD,210903,H,Rural,42,Rural-Distant,N
986,SHELDON ISD,101924,B,Major Suburban,21,Suburb-Large,N
987,SHEPHERD ISD,204904,E,Independent Town,42,Rural-Distant,N
988,SHERMAN ISD,91906,C,Other Central City,13,City-Small,N
989,SHINER ISD,143903,H,Rural,42,Rural-Distant,N
990,SIDNEY ISD,47905,H,Rural,42,Rural-Distant,N
991,SIERRA BLANCA ISD,115902,H,Rural,43,Rural-Remote,N
992,SILSBEE ISD,100904,G,Non-metropolitan Stable,31,Town-Fringe,N
993,SILVERTON ISD,23902,H,Rural,43,Rural-Remote,N
994,SIMMS ISD,19909,H,Rural,42,Rural-Distant,N
995,SINTON ISD,205906,G,Non-metropolitan Stable,32,Town-Distant,N
996,SIVELLS BEND ISD,49909,H,Rural,43,Rural-Remote,N
997,SKIDMORE-TYNAN ISD,13905,H,Rural,42,Rural-Distant,N
998,SLATON ISD,152903,G,Non-metropolitan Stable,31,Town-Fringe,N
999,SLIDELL ISD,249908,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1000,SLOCUM ISD,1909,H,Rural,43,Rural-Remote,N
1001,SMITHVILLE ISD,11904,G,Non-metropolitan Stable,41,Rural-Fringe,N
1002,SMYER ISD,110906,H,Rural,42,Rural-Distant,N
1003,SNOOK ISD,26903,H,Rural,42,Rural-Distant,N
1004,SNYDER ISD,208902,G,Non-metropolitan Stable,33,Town-Remote,N
1005,SOCORRO ISD,71909,A,Major Urban,11,City-Large,N
1006,SOMERSET ISD,15909,G,Non-metropolitan Stable,41,Rural-Fringe,N
1007,SOMERVILLE ISD,26902,H,Rural,42,Rural-Distant,N
1008,SONORA ISD,218901,H,Rural,33,Town-Remote,N
1009,SOUTH SAN ANTONIO ISD,15908,B,Major Suburban,11,City-Large,N
1010,SOUTH TEXAS ISD,31916,G,Non-metropolitan Stable,41,Rural-Fringe,N
1011,SOUTHLAND ISD,85903,H,Rural,42,Rural-Distant,N
1012,SOUTHSIDE ISD,15917,B,Major Suburban,41,Rural-Fringe,N
1013,SOUTHWEST ISD,15912,B,Major Suburban,41,Rural-Fringe,N
1014,SOUTHWEST PREPARATORY SCHOOL,15807,I,Charter School Districts,11,City-Large,Y
1015,SOUTHWEST SCHOOL,101838,I,Charter School Districts,11,City-Large,Y
1016,SPEARMAN ISD,98904,H,Rural,33,Town-Remote,N
1017,SPLENDORA ISD,170907,D,Other Central City Suburban,41,Rural-Fringe,N
1018,SPRING BRANCH ISD,101920,B,Major Suburban,11,City-Large,N
1019,SPRING CREEK ISD,117907,H,Rural,42,Rural-Distant,N
1020,SPRING HILL ISD,92907,D,Other Central City Suburban,13,City-Small,N
1021,SPRING ISD,101919,B,Major Suburban,21,Suburb-Large,N
1022,SPRINGLAKE-EARTH ISD,140907,H,Rural,43,Rural-Remote,N
1023,SPRINGTOWN ISD,184902,D,Other Central City Suburban,31,Town-Fringe,N
1024,SPUR ISD,63903,H,Rural,43,Rural-Remote,N
1025,SPURGER ISD,229905,H,Rural,43,Rural-Remote,N
1026,ST ANTHONY SCHOOL,57836,I,Charter School Districts,11,City-Large,Y
1027,ST MARY'S ACADEMY CHARTER SCHOOL,13801,I,Charter School Districts,32,Town-Distant,Y
1028,STAFFORD MSD,79910,G,Non-metropolitan Stable,21,Suburb-Large,N
1029,STAMFORD ISD,127906,H,Rural,32,Town-Distant,N
1030,STANTON ISD,156902,D,Other Central City Suburban,42,Rural-Distant,N
1031,STEP CHARTER SCHOOL,101859,I,Charter School Districts,11,City-Large,Y
1032,STEPHEN F AUSTIN STATE UNIVERSITY,174801,I,Charter School Districts,33,Town-Remote,Y
1033,STEPHENVILLE ISD,72903,E,Independent Town,33,Town-Remote,N
1034,STERLING CITY ISD,216901,H,Rural,43,Rural-Remote,N
1035,STOCKDALE ISD,247906,H,Rural,42,Rural-Distant,N
1036,STRATFORD ISD,211902,H,Rural,43,Rural-Remote,N
1037,STRAWN ISD,182905,H,Rural,43,Rural-Remote,N
1038,SUDAN ISD,140908,H,Rural,43,Rural-Remote,N
1039,SULPHUR BLUFF ISD,112910,H,Rural,43,Rural-Remote,N
1040,SULPHUR SPRINGS ISD,112901,E,Independent Town,33,Town-Remote,N
1041,SUNDOWN ISD,110907,H,Rural,42,Rural-Distant,N
1042,SUNNYVALE ISD,57919,D,Other Central City Suburban,41,Rural-Fringe,N
1043,SUNRAY ISD,171902,H,Rural,42,Rural-Distant,N
1044,SWEENY ISD,20906,G,Non-metropolitan Stable,32,Town-Distant,N
1045,SWEET HOME ISD,143905,H,Rural,42,Rural-Distant,N
1046,SWEETWATER ISD,177902,G,Non-metropolitan Stable,32,Town-Distant,N
1047,TAFT ISD,205907,G,Non-metropolitan Stable,31,Town-Fringe,N
1048,TAHOKA ISD,153904,H,Rural,32,Town-Distant,N
1049,TARKINGTON ISD,146907,G,Non-metropolitan Stable,42,Rural-Distant,N
1050,TATUM ISD,201910,D,Other Central City Suburban,42,Rural-Distant,N
1051,TAYLOR ISD,246911,G,Non-metropolitan Stable,31,Town-Fringe,N
1052,TEAGUE ISD,81904,G,Non-metropolitan Stable,33,Town-Remote,N
1053,TEKOA ACADEMY OF ACCELERATED STUDI,123803,I,Charter School Districts,13,City-Small,Y
1054,TEMPLE ISD,14909,D,Other Central City Suburban,13,City-Small,N
1055,TENAHA ISD,210904,H,Rural,42,Rural-Distant,N
1056,TERLINGUA CSD,22004,H,Rural,43,Rural-Remote,N
1057,TERRELL COUNTY ISD,222901,H,Rural,43,Rural-Remote,N
1058,TERRELL ISD,129906,D,Other Central City Suburban,32,Town-Distant,N
1059,TEXANS CAN ACADEMIES,57804,I,Charter School Districts,11,City-Large,Y
1060,TEXARKANA ISD,19907,E,Independent Town,13,City-Small,N
1061,TEXAS CITY ISD,84906,D,Other Central City Suburban,22,Suburb-Midsize,N
1062,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,I,Charter School Districts,21,Suburb-Large,Y
1063,TEXAS EMPOWERMENT ACADEMY,227805,I,Charter School Districts,11,City-Large,Y
1064,TEXAS JUVENILE JUSTICE DEPARTMENT,227622,,,33,Town-Remote,N
1065,TEXAS LEADERSHIP PUBLIC SCHOOLS,226801,I,Charter School Districts,12,City-Midsize,Y
1066,TEXAS PREPARATORY SCHOOL,105802,I,Charter School Districts,13,City-Small,Y
1067,TEXAS SCH FOR THE BLIND & VISUALLY,227905,,,11,City-Large,N
1068,TEXAS SCH FOR THE DEAF,227906,,,11,City-Large,N
1069,TEXAS SCHOOL OF THE ARTS,220814,I,Charter School Districts,21,Suburb-Large,Y
1070,TEXAS SERENITY ACADEMY,170801,I,Charter School Districts,21,Suburb-Large,Y
1071,TEXHOMA ISD,211901,H,Rural,43,Rural-Remote,N
1072,TEXLINE ISD,56902,H,Rural,43,Rural-Remote,N
1073,THE EXCEL CENTER (FOR ADULTS),227827,I,Charter School Districts,11,City-Large,Y
1074,THE GATHERING PLACE,15841,I,Charter School Districts,11,City-Large,Y
1075,THE LAWSON ACADEMY,101864,I,Charter School Districts,11,City-Large,Y
1076,THE PRO-VISION ACADEMY,101868,I,Charter School Districts,11,City-Large,Y
1077,THE RHODES SCHOOL,101861,I,Charter School Districts,21,Suburb-Large,Y
1078,THE VARNETT PUBLIC SCHOOL,101814,I,Charter School Districts,11,City-Large,Y
1079,THORNDALE ISD,166905,H,Rural,42,Rural-Distant,N
1080,THRALL ISD,246912,H,Rural,42,Rural-Distant,N
1081,THREE RIVERS ISD,149902,H,Rural,43,Rural-Remote,N
1082,THREE WAY ISD,72901,H,Rural,42,Rural-Distant,N
1083,THROCKMORTON COLLEGIATE ISD,224901,H,Rural,43,Rural-Remote,N
1084,TIDEHAVEN ISD,158902,G,Non-metropolitan Stable,42,Rural-Distant,N
1085,TIMPSON ISD,210905,H,Rural,43,Rural-Remote,N
1086,TIOGA ISD,91907,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1087,TOLAR ISD,111903,H,Rural,42,Rural-Distant,N
1088,TOM BEAN ISD,91918,H,Rural,42,Rural-Distant,N
1089,TOMBALL ISD,101921,B,Major Suburban,21,Suburb-Large,N
1090,TORNILLO ISD,71908,G,Non-metropolitan Stable,41,Rural-Fringe,N
1091,TREETOPS SCHOOL INTERNATIONAL,220801,I,Charter School Districts,11,City-Large,Y
1092,TRENT ISD,221905,H,Rural,42,Rural-Distant,N
