,DISTRICT_id,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N),COUNTY,REGION,DISTRICT,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,ASVAB_STATUS
451,91918,H,Rural,42,Rural-Distant,N,'091,'10,'091918,TOM BEAN ISD,GRAYSON,N,N, 
452,92801,I,Charter Schools,13,City-Small,Y,'092,'07,'092801,EAST TEXAS CHARTER SCHOOLS,GREGG,Y,Y, 
453,92901,D,Other Central City Suburban,23,Suburb-Small,N,'092,'07,'092901,GLADEWATER ISD,GREGG,N,N,ASVAB Test not Offered
454,92902,D,Other Central City Suburban,31,Town-Fringe,N,'092,'07,'092902,KILGORE ISD,GREGG,N,N, 
455,92903,C,Other Central City,13,City-Small,N,'092,'07,'092903,LONGVIEW ISD,GREGG,N,N, 
456,92904,D,Other Central City Suburban,13,City-Small,N,'092,'07,'092904,PINE TREE ISD,GREGG,N,N, 
457,92906,D,Other Central City Suburban,41,Rural-Fringe,N,'092,'07,'092906,SABINE ISD,GREGG,N,N, 
458,92907,D,Other Central City Suburban,13,City-Small,N,'092,'07,'092907,SPRING HILL ISD,GREGG,N,N, 
459,92908,D,Other Central City Suburban,23,Suburb-Small,N,'092,'07,'092908,WHITE OAK ISD,GREGG,N,N, 
460,93901,D,Other Central City Suburban,42,Rural-Distant,N,'093,'06,'093901,ANDERSON-SHIRO CISD,GRIMES,N,N, 
461,93903,H,Rural,42,Rural-Distant,N,'093,'06,'093903,IOLA ISD,GRIMES,N,N, 
462,93904,D,Other Central City Suburban,32,Town-Distant,N,'093,'06,'093904,NAVASOTA ISD,GRIMES,N,N, 
463,93905,H,Rural,42,Rural-Distant,N,'093,'06,'093905,RICHARDS ISD,GRIMES,N,N, 
464,94901,D,Other Central City Suburban,31,Town-Fringe,N,'094,'20,'094901,SEGUIN ISD,GUADALUPE,N,N, 
465,94902,C,Other Central City,21,Suburb-Large,N,'094,'20,'094902,SCHERTZ-CIBOLO-U CITY ISD,GUADALUPE,N,N, 
466,94903,G,Non-metropolitan Stable,41,Rural-Fringe,N,'094,'20,'094903,NAVARRO ISD,GUADALUPE,N,N, 
467,94904,D,Other Central City Suburban,21,Suburb-Large,N,'094,'20,'094904,MARION ISD,GUADALUPE,N,N, 
468,95901,H,Rural,31,Town-Fringe,N,'095,'17,'095901,ABERNATHY ISD,HALE,N,N, 
469,95902,H,Rural,42,Rural-Distant,N,'095,'17,'095902,COTTON CENTER ISD,HALE,N,N, 
470,95903,H,Rural,42,Rural-Distant,N,'095,'17,'095903,HALE CENTER ISD,HALE,N,N,ASVAB Alternative Test Offered
471,95904,H,Rural,42,Rural-Distant,N,'095,'17,'095904,PETERSBURG ISD,HALE,N,N, 
472,95905,E,Independent Town,33,Town-Remote,N,'095,'17,'095905,PLAINVIEW ISD,HALE,N,N, 
473,96904,H,Rural,43,Rural-Remote,N,'096,'16,'096904,MEMPHIS ISD,HALL,N,N, 
474,96905,H,Rural,43,Rural-Remote,N,'096,'16,'096905,TURKEY-QUITAQUE ISD,HALL,N,N, 
475,97902,H,Rural,33,Town-Remote,N,'097,'12,'097902,HAMILTON ISD,HAMILTON,N,N, 
476,97903,H,Rural,43,Rural-Remote,N,'097,'12,'097903,HICO ISD,HAMILTON,N,N, 
477,98901,H,Rural,43,Rural-Remote,N,'098,'16,'098901,GRUVER ISD,HANSFORD,N,N, 
478,98903,H,Rural,43,Rural-Remote,N,'098,'16,'098903,PRINGLE-MORSE CISD,HANSFORD,N,N,ASVAB Test not Offered
479,98904,H,Rural,33,Town-Remote,N,'098,'16,'098904,SPEARMAN ISD,HANSFORD,N,N, 
480,99902,H,Rural,43,Rural-Remote,N,'099,'09,'099902,CHILLICOTHE ISD,HARDEMAN,N,N, 
481,99903,H,Rural,43,Rural-Remote,N,'099,'09,'099903,QUANAH ISD,HARDEMAN,N,N, 
482,100903,G,Non-metropolitan Stable,42,Rural-Distant,N,'100,'05,'100903,KOUNTZE ISD,HARDIN,N,N, 
483,100904,G,Non-metropolitan Stable,31,Town-Fringe,N,'100,'05,'100904,SILSBEE ISD,HARDIN,N,N, 
484,100905,D,Other Central City Suburban,42,Rural-Distant,N,'100,'05,'100905,HARDIN-JEFFERSON ISD,HARDIN,N,N, 
485,100907,D,Other Central City Suburban,22,Suburb-Midsize,N,'100,'05,'100907,LUMBERTON ISD,HARDIN,N,N, 
486,100908,H,Rural,42,Rural-Distant,N,'100,'05,'100908,WEST HARDIN COUNTY CISD,HARDIN,N,N, 
487,101802,I,Charter Schools,11,City-Large,Y,'101,'04,'101802,SER-NINOS CHARTER SCHOOL,HARRIS,Y,N, 
488,101803,I,Charter Schools,21,Suburb-Large,Y,'101,'04,'101803,ARISTOI CLASSICAL ACADEMY,HARRIS,Y,N, 
489,101804,I,Charter Schools,11,City-Large,Y,'101,'04,'101804,GEORGE I SANCHEZ CHARTER,HARRIS,Y,Y, 
490,101806,I,Charter Schools,11,City-Large,Y,'101,'04,'101806,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,HARRIS,Y,N, 
491,101810,I,Charter Schools,11,City-Large,Y,'101,'04,'101810,ACADEMY OF ACCELERATED LEARNING INC,HARRIS,Y,N, 
492,101811,I,Charter Schools,11,City-Large,Y,'101,'04,'101811,EXCEL ACADEMY,HARRIS,Y,Y, 
493,101814,I,Charter Schools,11,City-Large,Y,'101,'04,'101814,THE VARNETT PUBLIC SCHOOL,HARRIS,Y,N, 
494,101815,I,Charter Schools,11,City-Large,Y,'101,'04,'101815,ALIEF MONTESSORI COMMUNITY SCHOOL,HARRIS,Y,N, 
495,101819,I,Charter Schools,11,City-Large,Y,'101,'04,'101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,HARRIS,Y,N, 
496,101821,I,Charter Schools,11,City-Large,Y,'101,'04,'101821,HOUSTON HEIGHTS HIGH SCHOOL,HARRIS,Y,Y, 
497,101828,I,Charter Schools,11,City-Large,Y,'101,'04,'101828,HOUSTON GATEWAY ACADEMY INC,HARRIS,Y,N, 
498,101837,I,Charter Schools,21,Suburb-Large,Y,'101,'04,'101837,CALVIN NELMS CHARTER SCHOOLS,HARRIS,Y,N, 
499,101838,I,Charter Schools,11,City-Large,Y,'101,'04,'101838,SOUTHWEST PUBLIC SCHOOLS,HARRIS,Y,N, 
500,101840,I,Charter Schools,21,Suburb-Large,Y,'101,'04,'101840,TWO DIMENSIONS PREPARATORY ACADEMY,HARRIS,Y,N, 
501,101842,I,Charter Schools,21,Suburb-Large,Y,'101,'04,'101842,COMQUEST ACADEMY,HARRIS,Y,N, 
502,101845,I,Charter Schools,11,City-Large,Y,'101,'04,'101845,YES PREP PUBLIC SCHOOLS INC,HARRIS,Y,N, 
503,101846,I,Charter Schools,11,City-Large,Y,'101,'04,'101846,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,HARRIS,Y,N, 
504,101847,I,Charter Schools,11,City-Large,Y,'101,'04,'101847,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,HARRIS,Y,N, 
505,101849,I,Charter Schools,11,City-Large,Y,'101,'04,'101849,ACCELERATED INTERMEDIATE ACADEMY,HARRIS,Y,N, 
506,101853,I,Charter Schools,11,City-Large,Y,'101,'04,'101853,BAKERRIPLEY COMMUNITY SCHOOLS,HARRIS,Y,N, 
507,101855,I,Charter Schools,11,City-Large,Y,'101,'04,'101855,MEYERPARK ELEMENTARY,HARRIS,Y,N, 
508,101856,I,Charter Schools,11,City-Large,Y,'101,'04,'101856,DRAW ACADEMY,HARRIS,Y,N, 
509,101858,I,Charter Schools,11,City-Large,Y,'101,'04,'101858,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,HARRIS,Y,N, 
510,101859,I,Charter Schools,11,City-Large,Y,'101,'04,'101859,STEP CHARTER SCHOOL,HARRIS,Y,N, 
511,101861,I,Charter Schools,21,Suburb-Large,Y,'101,'04,'101861,THE RHODES SCHOOL FOR PERFORMING ARTS,HARRIS,Y,N, 
512,101862,I,Charter Schools,12,City-Midsize,Y,'101,'04,'101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,HARRIS,Y,N, 
513,101864,I,Charter Schools,11,City-Large,Y,'101,'04,'101864,THE LAWSON ACADEMY,HARRIS,Y,Y, 
514,101868,I,Charter Schools,11,City-Large,Y,'101,'04,'101868,THE PRO-VISION ACADEMY,HARRIS,Y,Y, 
515,101870,I,Charter Schools,11,City-Large,Y,'101,'04,'101870,BETA ACADEMY,HARRIS,Y,N, 
516,101871,I,Charter Schools,11,City-Large,Y,'101,'04,'101871,A+ UNLIMITED POTENTIAL,HARRIS,Y,N, 
517,101872,I,Charter Schools,11,City-Large,Y,'101,'04,'101872,ETOILE ACADEMY CHARTER SCHOOL,HARRIS,Y,N, 
518,101873,I,Charter Schools,11,City-Large,Y,'101,'04,'101873,YELLOWSTONE COLLEGE PREPARATORY,HARRIS,Y,N, 
519,101874,I,Charter Schools,21,Suburb-Large,Y,'101,'04,'101874,LEGACY SCHOOL OF SPORT SCIENCES,HARRIS,Y,N, 
520,101875,I,Charter Schools,11,City-Large,Y,'101,'04,'101875,BLOOM ACADEMY CHARTER SCHOOL,HARRIS,Y,N, 
521,101876,I,Charter Schools,11,City-Large,Y,'101,'04,'101876,REVE PREPARATORY CHARTER SCHOOL,HARRIS,Y,N, 
522,101877,I,Charter Schools,11,City-Large,Y,'101,'04,'101877,ELEVATE COLLEGIATE CHARTER SCHOOL,HARRIS,Y,N, 
523,101878,I,Charter Schools,21,Suburb-Large,Y,'101,'04,'101878,HOUSTON CLASSICAL CHARTER SCHOOL,HARRIS,Y,N, 
524,101902,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101902,ALDINE ISD,HARRIS,N,N, 
525,101903,B,Major Suburban,11,City-Large,N,'101,'04,'101903,ALIEF ISD,HARRIS,N,N, 
526,101905,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101905,CHANNELVIEW ISD,HARRIS,N,N, 
527,101906,B,Major Suburban,41,Rural-Fringe,N,'101,'04,'101906,CROSBY ISD,HARRIS,N,N, 
528,101907,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101907,CYPRESS-FAIRBANKS ISD,HARRIS,N,N, 
529,101908,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101908,DEER PARK ISD,HARRIS,N,N, 
530,101910,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101910,GALENA PARK ISD,HARRIS,N,N, 
531,101911,B,Major Suburban,13,City-Small,N,'101,'04,'101911,GOOSE CREEK CISD,HARRIS,N,N, 
532,101912,A,Major Urban,11,City-Large,N,'101,'04,'101912,HOUSTON ISD,HARRIS,N,N, 
533,101913,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101913,HUMBLE ISD,HARRIS,N,N, 
534,101914,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101914,KATY ISD,HARRIS,N,N, 
535,101915,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101915,KLEIN ISD,HARRIS,N,N, 
536,101916,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101916,LA PORTE ISD,HARRIS,N,N, 
537,101917,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101917,PASADENA ISD,HARRIS,N,N, 
538,101919,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101919,SPRING ISD,HARRIS,N,N, 
539,101920,B,Major Suburban,11,City-Large,N,'101,'04,'101920,SPRING BRANCH ISD,HARRIS,N,N, 
540,101921,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101921,TOMBALL ISD,HARRIS,N,N, 
541,101924,B,Major Suburban,21,Suburb-Large,N,'101,'04,'101924,SHELDON ISD,HARRIS,N,N, 
542,101925,D,Other Central City Suburban,41,Rural-Fringe,N,'101,'04,'101925,HUFFMAN ISD,HARRIS,N,N, 
543,102901,H,Rural,42,Rural-Distant,N,'102,'07,'102901,KARNACK ISD,HARRISON,N,N, 
544,102902,G,Non-metropolitan Stable,32,Town-Distant,N,'102,'07,'102902,MARSHALL ISD,HARRISON,N,N, 
545,102903,H,Rural,42,Rural-Distant,N,'102,'07,'102903,WASKOM ISD,HARRISON,N,N, 
546,102904,D,Other Central City Suburban,31,Town-Fringe,N,'102,'07,'102904,HALLSVILLE ISD,HARRISON,N,N, 
547,102905,H,Rural,42,Rural-Distant,N,'102,'07,'102905,HARLETON ISD,HARRISON,N,N, 
548,102906,H,Rural,42,Rural-Distant,N,'102,'07,'102906,ELYSIAN FIELDS ISD,HARRISON,N,N, 
549,103901,H,Rural,43,Rural-Remote,N,'103,'16,'103901,CHANNING ISD,HARTLEY,N,N, 
550,103902,H,Rural,43,Rural-Remote,N,'103,'16,'103902,HARTLEY ISD,HARTLEY,N,N,ASVAB Alternative Test Offered
551,104901,H,Rural,33,Town-Remote,N,'104,'14,'104901,HASKELL CISD,HASKELL,N,N, 
552,104903,H,Rural,42,Rural-Distant,N,'104,'14,'104903,RULE ISD,HASKELL,N,N, 
553,104907,H,Rural,42,Rural-Distant,N,'104,'14,'104907,PAINT CREEK ISD,HASKELL,N,N,ASVAB Alternative Test Offered
554,105801,I,Charter Schools,32,Town-Distant,Y,'105,'13,'105801,KATHERINE ANNE PORTER SCHOOL,HAYS,Y,N,ASVAB Test not Offered
555,105802,I,Charter Schools,11,City-Large,Y,'105,'13,'105802,TEXAS PREPARATORY SCHOOL,HAYS,Y,N, 
556,105803,I,Charter Schools,13,City-Small,Y,'105,'13,'105803,KI CHARTER ACADEMY,HAYS,Y,N, 
557,105804,I,Charter Schools,41,Rural-Fringe,Y,'105,'13,'105804,DORAL ACADEMY OF TEXAS,HAYS,Y,N, 
558,105902,D,Other Central City Suburban,13,City-Small,N,'105,'13,'105902,SAN MARCOS CISD,HAYS,N,N, 
559,105904,B,Major Suburban,42,Rural-Distant,N,'105,'13,'105904,DRIPPING SPRINGS ISD,HAYS,N,N, 
560,105905,G,Non-metropolitan Stable,41,Rural-Fringe,N,'105,'13,'105905,WIMBERLEY ISD,HAYS,N,N,ASVAB Alternative Test Offered
561,105906,B,Major Suburban,41,Rural-Fringe,N,'105,'13,'105906,HAYS CISD,HAYS,N,N, 
562,106901,H,Rural,33,Town-Remote,N,'106,'16,'106901,CANADIAN ISD,HEMPHILL,N,N, 
563,107901,E,Independent Town,32,Town-Distant,N,'107,'10,'107901,ATHENS ISD,HENDERSON,N,N, 
564,107902,D,Other Central City Suburban,42,Rural-Distant,N,'107,'07,'107902,BROWNSBORO ISD,HENDERSON,N,N, 
565,107904,H,Rural,42,Rural-Distant,N,'107,'07,'107904,CROSS ROADS ISD,HENDERSON,N,N, 
566,107905,G,Non-metropolitan Stable,42,Rural-Distant,N,'107,'07,'107905,EUSTACE ISD,HENDERSON,N,N, 
567,107906,G,Non-metropolitan Stable,33,Town-Remote,N,'107,'07,'107906,MALAKOFF ISD,HENDERSON,N,N, 
568,107907,H,Rural,42,Rural-Distant,N,'107,'07,'107907,TRINIDAD ISD,HENDERSON,N,N, 
569,107908,H,Rural,42,Rural-Distant,N,'107,'07,'107908,MURCHISON ISD,HENDERSON,N,N, 
570,107910,H,Rural,42,Rural-Distant,N,'107,'07,'107910,LAPOYNOR ISD,HENDERSON,N,N, 
571,108802,I,Charter Schools,21,Suburb-Large,Y,'108,'01,'108802,HORIZON MONTESSORI PUBLIC SCHOOLS,HIDALGO,Y,N, 
572,108804,I,Charter Schools,12,City-Midsize,Y,'108,'01,'108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,HIDALGO,Y,Y, 
573,108807,I,Charter Schools,11,City-Large,Y,'108,'01,'108807,IDEA PUBLIC SCHOOLS,HIDALGO,Y,N, 
574,108808,I,Charter Schools,21,Suburb-Large,Y,'108,'01,'108808,VANGUARD ACADEMY,HIDALGO,Y,N, 
575,108809,I,Charter Schools,13,City-Small,Y,'108,'01,'108809,EXCELLENCE IN LEADERSHIP ACADEMY,HIDALGO,Y,N, 
576,108902,D,Other Central City Suburban,21,Suburb-Large,N,'108,'01,'108902,DONNA ISD,HIDALGO,N,N, 
577,108903,D,Other Central City Suburban,21,Suburb-Large,N,'108,'01,'108903,EDCOUCH-ELSA ISD,HIDALGO,N,N, 
578,108904,C,Other Central City,12,City-Midsize,N,'108,'01,'108904,EDINBURG CISD,HIDALGO,N,N, 
579,108905,D,Other Central City Suburban,21,Suburb-Large,N,'108,'01,'108905,HIDALGO ISD,HIDALGO,N,N, 
580,108906,D,Other Central City Suburban,12,City-Midsize,N,'108,'01,'108906,MCALLEN ISD,HIDALGO,N,N, 
581,108907,G,Non-metropolitan Stable,21,Suburb-Large,N,'108,'01,'108907,MERCEDES ISD,HIDALGO,N,N, 
582,108908,D,Other Central City Suburban,13,City-Small,N,'108,'01,'108908,MISSION CISD,HIDALGO,N,N, 
583,108909,C,Other Central City,21,Suburb-Large,N,'108,'01,'108909,PHARR-SAN JUAN-ALAMO ISD,HIDALGO,N,N, 
584,108910,G,Non-metropolitan Stable,21,Suburb-Large,N,'108,'01,'108910,PROGRESO ISD,HIDALGO,N,N, 
585,108911,D,Other Central City Suburban,13,City-Small,N,'108,'01,'108911,SHARYLAND ISD,HIDALGO,N,N, 
586,108912,C,Other Central City,21,Suburb-Large,N,'108,'01,'108912,LA JOYA ISD,HIDALGO,N,N, 
587,108913,D,Other Central City Suburban,21,Suburb-Large,N,'108,'01,'108913,WESLACO ISD,HIDALGO,N,N, 
588,108914,H,Rural,21,Suburb-Large,N,'108,'01,'108914,LA VILLA ISD,HIDALGO,N,N, 
589,108915,H,Rural,41,Rural-Fringe,N,'108,'01,'108915,MONTE ALTO ISD,HIDALGO,N,N, 
590,108916,D,Other Central City Suburban,21,Suburb-Large,N,'108,'01,'108916,VALLEY VIEW ISD,HIDALGO,N,N, 
591,109901,H,Rural,42,Rural-Distant,N,'109,'12,'109901,ABBOTT ISD,HILL,N,N, 
592,109902,H,Rural,42,Rural-Distant,N,'109,'12,'109902,BYNUM ISD,HILL,N,N, 
593,109903,H,Rural,42,Rural-Distant,N,'109,'12,'109903,COVINGTON ISD,HILL,N,N, 
594,109904,E,Independent Town,41,Rural-Fringe,N,'109,'12,'109904,HILLSBORO ISD,HILL,N,N, 
595,109905,H,Rural,42,Rural-Distant,N,'109,'12,'109905,HUBBARD ISD,HILL,N,N, 
596,109907,H,Rural,42,Rural-Distant,N,'109,'12,'109907,ITASCA ISD,HILL,N,N, 
597,109908,H,Rural,42,Rural-Distant,N,'109,'12,'109908,MALONE ISD,HILL,N,N, 
598,109910,H,Rural,42,Rural-Distant,N,'109,'12,'109910,MOUNT CALM ISD,HILL,N,N, 
599,109911,E,Independent Town,42,Rural-Distant,N,'109,'12,'109911,WHITNEY ISD,HILL,N,N, 
600,109912,H,Rural,42,Rural-Distant,N,'109,'12,'109912,AQUILLA ISD,HILL,N,N, 
601,109913,H,Rural,42,Rural-Distant,N,'109,'12,'109913,BLUM ISD,HILL,N,N, 
602,109914,H,Rural,42,Rural-Distant,N,'109,'12,'109914,PENELOPE ISD,HILL,N,N, 
603,110901,H,Rural,42,Rural-Distant,N,'110,'17,'110901,ANTON ISD,HOCKLEY,N,N, 
604,110902,G,Non-metropolitan Stable,32,Town-Distant,N,'110,'17,'110902,LEVELLAND ISD,HOCKLEY,N,N, 
605,110905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'110,'17,'110905,ROPES ISD,HOCKLEY,N,N, 
606,110906,H,Rural,42,Rural-Distant,N,'110,'17,'110906,SMYER ISD,HOCKLEY,N,N, 
607,110907,H,Rural,42,Rural-Distant,N,'110,'17,'110907,SUNDOWN ISD,HOCKLEY,N,N, 
608,110908,H,Rural,42,Rural-Distant,N,'110,'17,'110908,WHITHARRAL ISD,HOCKLEY,N,N, 
609,111801,I,Charter Schools,41,Rural-Fringe,Y,'111,'11,'111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,HOOD,Y,Y,ASVAB Test not Offered
610,111901,D,Other Central City Suburban,32,Town-Distant,N,'111,'11,'111901,GRANBURY ISD,HOOD,N,N, 
611,111902,H,Rural,43,Rural-Remote,N,'111,'11,'111902,LIPAN ISD,HOOD,N,N, 
612,111903,H,Rural,42,Rural-Distant,N,'111,'11,'111903,TOLAR ISD,HOOD,N,N, 
613,112901,E,Independent Town,33,Town-Remote,N,'112,'08,'112901,SULPHUR SPRINGS ISD,HOPKINS,N,N, 
614,112905,H,Rural,42,Rural-Distant,N,'112,'08,'112905,CUMBY COLLEGIATE ISD,HOPKINS,N,N, 
615,112906,H,Rural,42,Rural-Distant,N,'112,'08,'112906,NORTH HOPKINS ISD,HOPKINS,N,N, 
616,112907,H,Rural,43,Rural-Remote,N,'112,'08,'112907,MILLER GROVE ISD,HOPKINS,N,N, 
617,112908,H,Rural,42,Rural-Distant,N,'112,'08,'112908,COMO-PICKTON CISD,HOPKINS,N,N, 
618,112909,H,Rural,42,Rural-Distant,N,'112,'08,'112909,SALTILLO ISD,HOPKINS,N,N, 
619,112910,H,Rural,43,Rural-Remote,N,'112,'08,'112910,SULPHUR BLUFF ISD,HOPKINS,N,N, 
620,113901,G,Non-metropolitan Stable,33,Town-Remote,N,'113,'06,'113901,CROCKETT ISD,HOUSTON,N,N, 
621,113902,F,Non-metropolitan Fast Growing,43,Rural-Remote,N,'113,'06,'113902,GRAPELAND ISD,HOUSTON,N,N, 
622,113903,H,Rural,43,Rural-Remote,N,'113,'06,'113903,LOVELADY ISD,HOUSTON,N,N, 
623,113905,H,Rural,42,Rural-Distant,N,'113,'06,'113905,LATEXO ISD,HOUSTON,N,N, 
624,113906,H,Rural,43,Rural-Remote,N,'113,'06,'113906,KENNARD ISD,HOUSTON,N,N, 
625,114901,E,Independent Town,32,Town-Distant,N,'114,'18,'114901,BIG SPRING ISD,HOWARD,N,N, 
626,114902,G,Non-metropolitan Stable,42,Rural-Distant,N,'114,'18,'114902,COAHOMA ISD,HOWARD,N,N, 
627,114904,H,Rural,42,Rural-Distant,N,'114,'18,'114904,FORSAN ISD,HOWARD,N,N, 
628,115901,H,Rural,43,Rural-Remote,N,'115,'19,'115901,FT HANCOCK ISD,HUDSPETH,N,N, 
629,115902,H,Rural,43,Rural-Remote,N,'115,'19,'115902,SIERRA BLANCA ISD,HUDSPETH,N,N, 
630,115903,H,Rural,43,Rural-Remote,N,'115,'19,'115903,DELL CITY ISD,HUDSPETH,N,N, 
631,116901,D,Other Central City Suburban,42,Rural-Distant,N,'116,'10,'116901,CADDO MILLS ISD,HUNT,N,N, 
632,116902,H,Rural,42,Rural-Distant,N,'116,'10,'116902,CELESTE ISD,HUNT,N,N, 
633,116903,D,Other Central City Suburban,41,Rural-Fringe,N,'116,'10,'116903,COMMERCE ISD,HUNT,N,N, 
634,116905,C,Other Central City,32,Town-Distant,N,'116,'10,'116905,GREENVILLE ISD,HUNT,N,N, 
635,116906,D,Other Central City Suburban,42,Rural-Distant,N,'116,'10,'116906,LONE OAK ISD,HUNT,N,N, 
636,116908,D,Other Central City Suburban,41,Rural-Fringe,N,'116,'10,'116908,QUINLAN ISD,HUNT,N,N, 
637,116909,H,Rural,43,Rural-Remote,N,'116,'10,'116909,WOLFE CITY ISD,HUNT,N,N, 
638,116910,H,Rural,42,Rural-Distant,N,'116,'10,'116910,CAMPBELL ISD,HUNT,N,N, 
639,116915,H,Rural,42,Rural-Distant,N,'116,'10,'116915,BLAND ISD,HUNT,N,N, 
640,116916,H,Rural,41,Rural-Fringe,N,'116,'10,'116916,BOLES ISD,HUNT,N,N, 
641,117901,G,Non-metropolitan Stable,32,Town-Distant,N,'117,'16,'117901,BORGER ISD,HUTCHINSON,N,N, 
642,117903,H,Rural,32,Town-Distant,N,'117,'16,'117903,SANFORD-FRITCH ISD,HUTCHINSON,N,N, 
643,117904,H,Rural,42,Rural-Distant,N,'117,'16,'117904,PLEMONS-STINNETT-PHILLIPS CISD,HUTCHINSON,N,N, 
644,117907,H,Rural,42,Rural-Distant,N,'117,'16,'117907,SPRING CREEK ISD,HUTCHINSON,N,N, 
645,118902,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'118,'15,'118902,IRION COUNTY ISD,IRION,N,N, 
646,119901,H,Rural,43,Rural-Remote,N,'119,'09,'119901,BRYSON ISD,JACK,N,N, 
647,119902,G,Non-metropolitan Stable,33,Town-Remote,N,'119,'09,'119902,JACKSBORO ISD,JACK,N,N, 
648,119903,H,Rural,43,Rural-Remote,N,'119,'09,'119903,PERRIN-WHITT CISD,JACK,N,N, 
649,120901,G,Non-metropolitan Stable,32,Town-Distant,N,'120,'03,'120901,EDNA ISD,JACKSON,N,N, 
650,120902,H,Rural,42,Rural-Distant,N,'120,'03,'120902,GANADO ISD,JACKSON,N,N, 
651,120905,G,Non-metropolitan Stable,42,Rural-Distant,N,'120,'03,'120905,INDUSTRIAL ISD,JACKSON,N,N, 
652,121902,H,Rural,43,Rural-Remote,N,'121,'05,'121902,BROOKELAND ISD,JASPER,N,N, 
653,121903,G,Non-metropolitan Stable,42,Rural-Distant,N,'121,'05,'121903,BUNA ISD,JASPER,N,N, 
654,121904,E,Independent Town,33,Town-Remote,N,'121,'05,'121904,JASPER ISD,JASPER,N,N, 
655,121905,G,Non-metropolitan Stable,43,Rural-Remote,N,'121,'05,'121905,KIRBYVILLE CISD,JASPER,N,N, 
656,121906,H,Rural,42,Rural-Distant,N,'121,'05,'121906,EVADALE ISD,JASPER,N,N, 
657,122901,H,Rural,43,Rural-Remote,N,'122,'18,'122901,FT DAVIS ISD,JEFF DAVIS,N,N, 
658,122902,H,Rural,43,Rural-Remote,N,'122,'18,'122902,VALENTINE ISD,JEFF DAVIS,N,N, 
659,123803,I,Charter Schools,13,City-Small,Y,'123,'05,'123803,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,JEFFERSON,Y,N, 
660,123805,I,Charter Schools,12,City-Midsize,Y,'123,'05,'123805,EHRHART SCHOOL,JEFFERSON,Y,N, 
661,123807,I,Charter Schools,13,City-Small,Y,'123,'05,'123807,BOB HOPE SCHOOL,JEFFERSON,Y,N, 
662,123905,D,Other Central City Suburban,22,Suburb-Midsize,N,'123,'05,'123905,NEDERLAND ISD,JEFFERSON,N,N, 
663,123907,D,Other Central City Suburban,13,City-Small,N,'123,'05,'123907,PORT ARTHUR ISD,JEFFERSON,N,N, 
664,123908,D,Other Central City Suburban,22,Suburb-Midsize,N,'123,'05,'123908,PORT NECHES-GROVES ISD,JEFFERSON,N,N, 
665,123910,C,Other Central City,12,City-Midsize,N,'123,'05,'123910,BEAUMONT ISD,JEFFERSON,N,N, 
666,123913,H,Rural,42,Rural-Distant,N,'123,'05,'123913,SABINE PASS ISD,JEFFERSON,N,N, 
667,123914,D,Other Central City Suburban,42,Rural-Distant,N,'123,'05,'123914,HAMSHIRE-FANNETT ISD,JEFFERSON,N,N, 
668,124901,G,Non-metropolitan Stable,33,Town-Remote,N,'124,'01,'124901,JIM HOGG COUNTY ISD,JIM HOGG,N,N, 
669,125901,E,Independent Town,32,Town-Distant,N,'125,'02,'125901,ALICE ISD,JIM WELLS,N,N, 
670,125902,H,Rural,42,Rural-Distant,N,'125,'02,'125902,BEN BOLT-PALITO BLANCO ISD,JIM WELLS,N,N, 
671,125903,G,Non-metropolitan Stable,42,Rural-Distant,N,'125,'02,'125903,ORANGE GROVE ISD,JIM WELLS,N,N, 
672,125905,F,Non-metropolitan Fast Growing,33,Town-Remote,N,'125,'02,'125905,PREMONT ISD,JIM WELLS,N,N,ASVAB Alternative Test Offered
673,125906,H,Rural,42,Rural-Distant,N,'125,'02,'125906,LA GLORIA ISD,JIM WELLS,N,N, 
674,126901,D,Other Central City Suburban,41,Rural-Fringe,N,'126,'11,'126901,ALVARADO ISD,JOHNSON,N,N, 
