,District,District Number,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N)
1095,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,71803,I,Charter School Districts,11,City-Large,Y
1096,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,240801,I,Charter School Districts,11,City-Large,Y
1097,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,152803,I,Charter School Districts,11,City-Large,Y
1098,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR,108804,I,Charter School Districts,22,Suburb-Midsize,Y
1099,TRIVIUM ACADEMY,61805,I,Charter School Districts,21,Suburb-Large,Y
1100,TROUP ISD,212904,G,Non-metropolitan Stable,42,Rural-Distant,N
1101,TROY ISD,14910,G,Non-metropolitan Stable,41,Rural-Fringe,N
1102,TULIA ISD,219903,G,Non-metropolitan Stable,33,Town-Remote,N
1103,TULOSO-MIDWAY ISD,178912,D,Other Central City Suburban,11,City-Large,N
1104,TURKEY-QUITAQUE ISD,96905,H,Rural,43,Rural-Remote,N
1105,TWO DIMENSIONS PREPARATORY ACADEMY,101840,I,Charter School Districts,11,City-Large,Y
1106,TYLER ISD,212905,C,Other Central City,12,City-Midsize,N
1107,UME PREPARATORY ACADEMY,57845,I,Charter School Districts,41,Rural-Fringe,Y
1108,UNION GROVE ISD,230908,H,Rural,41,Rural-Fringe,N
1109,UNION HILL ISD,230904,H,Rural,42,Rural-Distant,N
1110,UNITED ISD,240903,C,Other Central City,11,City-Large,N
1111,UNIVERSAL ACADEMY,57808,I,Charter School Districts,21,Suburb-Large,Y
1112,UNIVERSITY OF HOUSTON CHARTER SCHO,101807,I,Charter School Districts,11,City-Large,Y
1113,UNIVERSITY OF TEXAS AT AUSTIN H S,227506,B,Major Suburban,11,City-Large,N
1114,UNIVERSITY OF TEXAS ELEMENTARY CHA,227819,I,Charter School Districts,11,City-Large,Y
1115,UNIVERSITY OF TEXAS UNIVERSITY CHA,227806,I,Charter School Districts,11,City-Large,Y
1116,UPLIFT EDUCATION,57803,I,Charter School Districts,11,City-Large,Y
1117,UT TYLER UNIVERSITY ACADEMY,212804,I,Charter School Districts,12,City-Midsize,Y
1118,UTOPIA ISD,232904,H,Rural,43,Rural-Remote,N
1119,UTPB STEM ACADEMY,68803,I,Charter School Districts,12,City-Midsize,Y
1120,UVALDE CISD,232903,E,Independent Town,33,Town-Remote,N
1121,VALENTINE ISD,122902,H,Rural,43,Rural-Remote,N
1122,VALLEY MILLS ISD,18904,H,Rural,42,Rural-Distant,N
1123,VALLEY VIEW ISD,49903,H,Rural,42,Rural-Distant,N
1124,VALLEY VIEW ISD,108916,D,Other Central City Suburban,21,Suburb-Large,N
1125,VALOR PUBLIC SCHOOLS,227829,I,Charter School Districts,11,City-Large,Y
1126,VAN ALSTYNE ISD,91908,D,Other Central City Suburban,41,Rural-Fringe,N
1127,VAN ISD,234906,D,Other Central City Suburban,32,Town-Distant,N
1128,VAN VLECK ISD,158906,G,Non-metropolitan Stable,41,Rural-Fringe,N
1129,VANGUARD ACADEMY,108808,I,Charter School Districts,21,Suburb-Large,Y
1130,VEGA ISD,180902,H,Rural,43,Rural-Remote,N
1131,VENUS ISD,126908,D,Other Central City Suburban,31,Town-Fringe,N
1132,VERIBEST ISD,226908,H,Rural,42,Rural-Distant,N
1133,VERNON ISD,244903,G,Non-metropolitan Stable,33,Town-Remote,N
1134,VICTORIA ISD,235902,E,Independent Town,13,City-Small,N
1135,VIDOR ISD,181907,D,Other Central City Suburban,22,Suburb-Midsize,N
1136,VILLAGE TECH SCHOOLS,57847,I,Charter School Districts,21,Suburb-Large,Y
1137,VISTA DEL FUTURO CHARTER SCHOOL,71809,I,Charter School Districts,11,City-Large,Y
1138,VYSEHRAD ISD,143904,H,Rural,43,Rural-Remote,N
1139,WACO CHARTER SCHOOL,161801,I,Charter School Districts,12,City-Midsize,Y
1140,WACO ISD,161914,C,Other Central City,12,City-Midsize,N
1141,WAELDER ISD,89905,H,Rural,43,Rural-Remote,N
1142,WALCOTT ISD,59902,H,Rural,43,Rural-Remote,N
1143,WALL ISD,226906,D,Other Central City Suburban,41,Rural-Fringe,N
1144,WALLER ISD,237904,E,Independent Town,42,Rural-Distant,N
1145,WALNUT BEND ISD,49908,H,Rural,42,Rural-Distant,N
1146,WALNUT SPRINGS ISD,18905,H,Rural,43,Rural-Remote,N
1147,WARREN ISD,229904,G,Non-metropolitan Stable,42,Rural-Distant,N
1148,WASKOM ISD,102903,H,Rural,42,Rural-Distant,N
1149,WATER VALLEY ISD,226905,H,Rural,42,Rural-Distant,N
1150,WAXAHACHIE FAITH FAMILY ACADEMY,70801,I,Charter School Districts,11,City-Large,Y
1151,WAXAHACHIE ISD,70912,C,Other Central City,21,Suburb-Large,N
1152,WAYSIDE SCHOOLS,227803,I,Charter School Districts,11,City-Large,Y
1153,WEATHERFORD ISD,184903,C,Other Central City,31,Town-Fringe,N
1154,WEBB CISD,240904,H,Rural,43,Rural-Remote,N
1155,WEIMAR ISD,45905,H,Rural,42,Rural-Distant,N
1156,WELLINGTON ISD,44902,H,Rural,43,Rural-Remote,N
1157,WELLMAN-UNION CISD,223904,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1158,WELLS ISD,37909,H,Rural,42,Rural-Distant,N
1159,WESLACO ISD,108913,D,Other Central City Suburban,21,Suburb-Large,N
1160,WEST HARDIN COUNTY CISD,100908,H,Rural,42,Rural-Distant,N
1161,WEST ISD,161916,G,Non-metropolitan Stable,41,Rural-Fringe,N
1162,WEST ORANGE-COVE CISD,181906,G,Non-metropolitan Stable,22,Suburb-Midsize,N
1163,WEST OSO ISD,178915,D,Other Central City Suburban,11,City-Large,N
1164,WEST RUSK COUNTY CONSOLIDATED ISD,201914,G,Non-metropolitan Stable,42,Rural-Distant,N
1165,WEST SABINE ISD,202905,H,Rural,43,Rural-Remote,N
1166,WESTBROOK ISD,168903,H,Rural,42,Rural-Distant,N
1167,WESTHOFF ISD,62905,H,Rural,43,Rural-Remote,N
1168,WESTLAKE ACADEMY CHARTER SCHOOL,220810,I,Charter School Districts,41,Rural-Fringe,Y
1169,WESTPHALIA ISD,73904,H,Rural,42,Rural-Distant,N
1170,WESTWOOD ISD,1908,G,Non-metropolitan Stable,32,Town-Distant,N
1171,WHARTON ISD,241904,G,Non-metropolitan Stable,32,Town-Distant,N
1172,WHEELER ISD,242903,H,Rural,43,Rural-Remote,N
1173,WHITE DEER ISD,33904,H,Rural,43,Rural-Remote,N
1174,WHITE OAK ISD,92908,D,Other Central City Suburban,23,Suburb-Small,N
1175,WHITE SETTLEMENT ISD,220920,B,Major Suburban,41,Rural-Fringe,N
1176,WHITEFACE CISD,40902,H,Rural,43,Rural-Remote,N
1177,WHITEHOUSE ISD,212906,D,Other Central City Suburban,22,Suburb-Midsize,N
1178,WHITESBORO ISD,91909,D,Other Central City Suburban,32,Town-Distant,N
1179,WHITEWRIGHT ISD,91910,H,Rural,42,Rural-Distant,N
1180,WHITHARRAL ISD,110908,H,Rural,42,Rural-Distant,N
1181,WHITNEY ISD,109911,E,Independent Town,42,Rural-Distant,N
1182,WICHITA FALLS ISD,243905,C,Other Central City,12,City-Midsize,N
1183,WILDORADO ISD,180904,H,Rural,42,Rural-Distant,N
1184,WILLIS ISD,170904,D,Other Central City Suburban,41,Rural-Fringe,N
1185,WILLS POINT ISD,234907,D,Other Central City Suburban,32,Town-Distant,N
1186,WILSON ISD,153907,H,Rural,42,Rural-Distant,N
1187,WIMBERLEY ISD,105905,D,Other Central City Suburban,41,Rural-Fringe,N
1188,WINDHAM SCHOOL DISTRICT,236903,,,32,Town-Distant,N
1189,WINDTHORST ISD,5904,H,Rural,42,Rural-Distant,N
1190,WINFREE ACADEMY CHARTER SCHOOLS,57828,I,Charter School Districts,21,Suburb-Large,Y
1191,WINK-LOVING ISD,248902,H,Rural,42,Rural-Distant,N
1192,WINNSBORO ISD,250907,E,Independent Town,32,Town-Distant,N
1193,WINONA ISD,212910,D,Other Central City Suburban,41,Rural-Fringe,N
1194,WINTERS ISD,200904,H,Rural,32,Town-Distant,N
1195,WODEN ISD,174906,H,Rural,42,Rural-Distant,N
1196,WOLFE CITY ISD,116909,H,Rural,43,Rural-Remote,N
1197,WOODSBORO ISD,196902,H,Rural,42,Rural-Distant,N
1198,WOODSON ISD,224902,H,Rural,43,Rural-Remote,N
1199,WOODVILLE ISD,229903,G,Non-metropolitan Stable,33,Town-Remote,N
1200,WORTHAM ISD,81905,H,Rural,42,Rural-Distant,N
1201,WYLIE ISD,43914,D,Other Central City Suburban,21,Suburb-Large,N
1202,WYLIE ISD,221912,D,Other Central City Suburban,12,City-Midsize,N
1203,YANTIS ISD,250905,H,Rural,43,Rural-Remote,N
1204,YELLOWSTONE COLLEGE PREPARATORY,101873,I,Charter School Districts,11,City-Large,Y
1205,YES PREP PUBLIC SCHOOLS INC,101845,I,Charter School Districts,11,City-Large,Y
1206,YOAKUM ISD,62903,G,Non-metropolitan Stable,32,Town-Distant,N
1207,YORKTOWN ISD,62904,H,Rural,43,Rural-Remote,N
1208,YSLETA ISD,71905,A,Major Urban,11,City-Large,N
1209,ZAPATA COUNTY ISD,253901,D,Other Central City Suburban,33,Town-Remote,N
1210,ZAVALLA ISD,3906,H,Rural,43,Rural-Remote,N
1211,ZEPHYR ISD,25906,H,Rural,42,Rural-Distant,N
